chromosome arm	start	stop	polytene_band	map_Comeron
2L	10373369	10375757	31D10-31D11	2-35.2
2L	10376168	10379905	31D11-31D11	2-35.2
2L	10380103	10382864	31D11-31D11	2-35.2
2L	10382263	10384723	31D11-31D11	2-35.2
2L	10384739	10386262	31D11-31D11	2-35.2
2L	10386662	10387652	31D11-31D11	2-35.2
2L	10388105	10393228	31D11-31E1	2-35.2
2L	10392867	10393434	31E1-31E1	2-35.2
2L	10393774	10396332	31E1-31E1	2-35.2
2L	10396716	10403206	31E1-31E1	2-35.3
2L	10403197	10405203	31E1-31E1	2-35.5
2L	10403197	10405203	31E1-31E1	2-35.5
2L	10405565	10408197	31E1-31E1	2-35.5
2L	10408352	10409610	31E1-31E1	2-35.5
2L	10408352	10410456	31E1-31E1	2-35.5
2L	10410537	10413463	31E1-31E1	2-35.5
2L	10414017	10418991	31E1-31E1	2-35.5
2L	10419190	10420612	31E1-31E1	2-35.5
2L	10420625	10422780	31E1-31E1	2-35.5
2L	10423291	10425482	31E1-31E1	2-35.5
2L	10425483	10426627	31E1-31E2	2-35.5
2L	10426887	10428632	31E1-31E	2-35.5
2L	10428829	10429988	31E1-31E1	2-35.5
2L	10429920	10430918	31E1-31E1	2-35.5
2L	10431338	10433116	31E2-31E2	2-35.5
2L	10432687	10435656	31E2-31E2	2-35.5
2L	10435995	10437316	31E2-31E2	2-35.5
2L	10437548	10439240	31E2-31E2	2-35.5
2L	10439440	10441047	31E2-31E2	2-35.5
2L	10441820	10442204	31E3-31E3	2-35.5
2L	10442534	10450080	31E3-31E3	2-35.5
2L	10450134	10452396	31E3-31E4	2-35.5
2L	10452677	10457241	31E4-31E5	2-35.5
2L	10457658	10462472	31E5-31E5	2-35.5
2L	10463340	10474349	31E6-31F1	2-35.5
2L	10477073	10482975	31F1-31F1	2-35.5
2L	10483295	10485857	31F1-31F1	2-35.5
2L	10485538	10488622	31F1-31F1	2-35.5
2L	10488694	10490461	31F1-31F1	2-35.5
2L	10489900	10491454	31F1-31F1	2-35.5
2L	10491814	10506779	31F1-31F4	2-35.7
2L	10506301	10507015	31F4-31F4	2-35.9
2L	10507081	10508032	31F4-31F4	2-35.9
2L	10507859	10510453	31F4-31F4	2-35.9
2L	10510672	10517218	31F4-31F5	2-35.9
2L	10517335	10519269	31F5-31F5	2-35.9
2L	10527572	10531778	31F5-31F5	2-35.9
2L	10531821	10533647	31F5-31F5	2-35.9
2L	10534322	10536587	31F5-31F5	2-35.9
2L	10542860	10543522	31F5-31F5	2-35.9
2L	10544883	10628054	31F5-32A2	2-36.0
2L	10567255	10568012	32A1-32A1	2-35.9
2L	10575860	10577792	32A1-32A1	2-35.9
2L	10579753	10580324	32A1-32A1	2-35.9
2L	10580957	10581702	32A1-32A1	2-35.9
2L	10629352	10638471	32A2-32A2	2-36.2
2L	10638562	10639592	32A2-32A2	2-36.2
2L	10639931	10643539	32A2-32A2	2-36.2
2L	10643971	10645891	32A2-32A2	2-36.2
2L	10646415	10650152	32A2-32A2	2-36.2
2L	10650857	10651454	32A2-32A2	2-36.2
2L	10651613	10654499	32A2-32A2	2-36.2
2L	10657627	10658031	32A2-32A2	2-36.2
2L	10658281	10658559	32A2-32A2	2-36.2
2L	10662081	10671487	32A2-32A3	2-36.2
2L	10677198	10679707	32A3-32A3	2-36.2
2L	10680151	10680480	32A4-32A4	2-36.2
2L	10681030	10681775	32A4-32A4	2-36.2
2L	10681902	10682528	32A4-32A4	2-36.2
2L	10683427	10684409	32A4-32A4	2-36.2
2L	10686124	10687066	32A4-32A4	2-36.2
2L	10688734	10689271	32A4-32A4	2-36.2
2L	10692940	10694103	32A4-32A4	2-36.2
2L	10695000	10698043	32A4-32A4	2-36.2
2L	10695058	10698195	32A4-32A4	2-36.2
2L	10699408	10701544	32A4-32A4	2-36.3
2L	10701940	10709453	32A4-32A5	2-36.5
2L	10703621	10704930	32A4-32A4	2-36.5
2L	10710101	10710733	32A5-32A5	2-36.5
2L	10724203	10728740	32A5-32A5	2-36.5
2L	10728978	10730302	32A5-32A5	2-36.5
2L	10730255	10731356	32A5-32A5	2-36.5
2L	10731400	10732423	32A5-32A5	2-36.5
2L	10732653	10733307	32A5-32A5	2-36.5
2L	10733293	10736071	32A5-32A5	2-36.5
2L	10736319	10737043	32A5-32A5	2-36.5
2L	10737345	10740762	32A5-32A5	2-36.5
2L	10740782	10743935	32A5-32A5	2-36.5
2L	10741885	10741987	32A5-32A5	2-36.5
2L	10744075	10756325	32A5-32A5	2-36.5
2L	10761116	10764971	32A5-32A5	2-36.5
2L	10765010	10768006	32A5-32A5	2-36.5
2L	10768234	10769952	32A5-32A5	2-36.5
2L	10770868	10771370	32A5-32A5	2-36.5
2L	10772038	10801109	32A5-32B1	2-36.6
2L	10785503	10786173	32B1-32B1	2-36.5
2L	10790222	10791450	32B1-32B1	2-36.5
2L	10801595	10802801	32B1-32B1	2-36.8
2L	10804274	10837511	32B1-32B1	2-36.8
2L	10819107	10820485	32B1-32B1	2-36.8
2L	10820705	10821967	32B1-32B1	2-36.8
2L	10837732	10842597	32B1-32B1	2-36.8
2L	10840345	10840476	32B1-32B1	2-36.8
2L	10843014	10845664	32B1-32B1	2-36.8
2L	10843014	10845664	32B1-32B1	2-36.8
2L	10845788	10847044	32B1-32B1	2-36.8
2L	10847227	10850848	32B1-32B1	2-36.8
2L	10850141	10854604	32B1-32B1	2-36.8
2L	10854435	10856644	32B1-32B2	2-36.8
2L	10856797	10858094	32B2-32B2	2-36.8
2L	10858536	10862006	32B2-32B3	2-36.8
2L	10862194	10864697	32B3-32B3	2-36.8
2L	10870167	10870722	32B3-32B3	2-36.8
2L	10870867	10871133	32B3-32B3	2-36.8
2L	10872014	10872384	32B3-32B3	2-36.8
2L	10886454	10887199	32B3-32B3	2-36.8
2L	10887645	10888927	32B3-32B3	2-36.8
2L	10894644	10895344	32B3-32B3	2-36.8
2L	10900501	10901785	32B4-32B4	2-37.1
2L	10903731	10903959	32B4-32B4	2-37.1
2L	10906270	10908893	32B4-32B4	2-37.1
2L	10910051	10910648	32B4-32B4	2-37.1
2L	10917015	10964153	32B4-32C1	2-37.1
2L	10936662	10937931	32C1-32C1	2-37.1
2L	10942358	10942949	32C1-32C1	2-37.1
2L	10943272	10943622	32C1-32C1	2-37.1
2L	10964905	10970275	32C1-32C1	2-37.1
2L	10970443	10972093	32C1-32C1	2-37.1
2L	10972280	10973408	32C1-32C1	2-37.1
2L	10973443	10975293	32C1-32C1	2-37.1
2L	10975522	10976399	32C1-32C1	2-37.1
2L	10976772	10982395	32C1-32C1	2-37.1
2L	10982205	10987420	32C1-32C1	2-37.1
2L	10987806	10989241	32C1-32C1	2-37.1
2L	10989401	10997897	32C1-32C1	2-37.1
2L	10997819	11001476	32C1-32C1	2-37.3
2L	11002072	11002738	32C1-32C1	2-37.5
2L	11002758	11004189	32C1-32C1	2-37.5
2L	11004820	11010921	32C1-32C1	2-37.5
2L	11009821	11011086	32C1-32C1	2-37.5
2L	11011162	11012135	32C1-32C1	2-37.5
2L	11011312	11012135	32C1-32C1	2-37.5
2L	11013206	11066998	32C1-32D1	2-37.5
2L	11015620	11016571	32C1-32C1	2-37.5
2L	11016995	11018778	32C1-32C1	2-37.5
2L	11034795	11035308	32D1-32D1	2-37.5
2L	11070785	11071466	32D2-32D2	2-37.5
2L	11071027	11071532	32D2-32D2	2-37.5
2L	11074471	11074898	32D2-32D2	2-37.5
2L	11075513	11075962	32D2-32D2	2-37.5
2L	11076165	11081399	32D2-32D2	2-37.5
2L	11083459	11085229	32D2-32D2	2-37.5
2L	11086721	11090973	32D2-32D2	2-37.5
2L	11091444	11095096	32D2-32D3	2-37.5
2L	11095150	11100888	32D3-32D3	2-37.6
2L	11100963	11106645	32D3-32D3	2-37.7
2L	11106943	11110851	32D1-32D4	2-37.7
2L	11110557	11113061	32D4-32D4	2-37.7
2L	11114014	11115823	32D4-32D4	2-37.7
2L	11115635	11120319	32D4-32D4	2-37.7
2L	11120642	11121714	32D4-32D4	2-37.7
2L	11122574	11123567	32D4-32D4	2-37.7
2L	11123777	11129335	32D4-32D4	2-37.7
2L	11128932	11130645	32D4-32D4	2-37.7
2L	11130737	11136003	32D4-32D5	2-37.7
2L	11136393	11138565	32D5-32D5	2-37.7
2L	11138759	11149101	32D5-32D5	2-37.7
2L	11144579	11145417	32D5-32D5	2-37.7
2L	11151506	11155721	32D5-32D5	2-37.7
2L	11156118	11203544	32D5-32D5	2-37.8
2L	11171167	11171665	32E1-32E1	2-37.7
2L	11179032	11180430	32E1-32E1	2-37.7
2L	11205528	11206092	32E1-32E1	2-37.9
2L	11210678	11261080	32E1-32E2	2-37.9
2L	11234835	11234912	32E2-32E2	2-37.9
2L	11261026	11269002	32E2-32E2	2-37.9
2L	11269780	11277846	32E2-32E2	2-37.9
2L	11278021	11279982	32E2-32E2	2-37.9
2L	11280057	11280577	32E2-32E2	2-37.9
2L	11280298	11281920	32E2-32E2	2-37.9
2L	11282090	11284335	32E2-32E2	2-37.9
2L	11284327	11285706	32E2-32E2	2-37.9
2L	11290632	11291077	32E3-32E3	2-37.9
2L	11307753	11308038	32E3-32E3	2-38.1
2L	11318944	11319259	32E4-32E4	2-38.1
2L	11331889	11332736	32E4-32E4	2-38.1
2L	11338551	11338920	32E4-32E4	2-38.1
2L	11342301	11343318	32E4-32E4	2-38.1
2L	11354001	11354329	32E4-32E4	2-38.1
2L	11358873	11373636	32E4-32F1	2-38.1
2L	11387870	11392320	32F1-32F1	2-38.1
2L	11434311	11445614	32F1-32F2	2-38.2
2L	11484707	11486949	32F2-32F2	2-38.2
2L	11484707	11486949	32F2-32F2	2-38.2
2L	11496804	11498948	32F2-32F2	2-38.2
2L	11501715	11508649	32F2-32F2	2-38.3
2L	11508399	11517081	32F2-32F2	2-38.3
2L	11517391	11519783	32F2-32F2	2-38.3
2L	11519832	11521444	32F2-32F2	2-38.3
2L	11520358	11521285	32F2-32F2	2-38.3
2L	11521765	11522776	32F2-32F2	2-38.3
2L	11523021	11528205	32F2-32F2	2-38.3
2L	11529038	11531052	32F2-32F2	2-38.3
2L	11531820	11533756	32F2-32F2	2-38.3
2L	11531966	11534547	32F2-32F2	2-38.3
2L	11536145	11536844	32F2-32F2	2-38.3
2L	11548640	11550035	32F3-32F3	2-38.3
2L	11561201	11561966	32F3-32F3	2-38.3
2L	11581937	11626883	32F3-32F4	2-38.4
2L	11585433	11586833	32F3-32F3	2-38.3
2L	11588576	11589181	32F3-32F3	2-38.3
2L	11591339	11591678	32F3-32F3	2-38.3
2L	11610510	11611772	32F4-32F4	2-38.5
2L	11644619	11648839	32F4-32F4	2-38.5
2L	11651331	11652010	32F4-32F4	2-38.5
2L	11652448	11654164	32F4-32F4	2-38.5
2L	11657410	11657992	32F4-32F4	2-38.5
2L	11660292	11660937	32F4-32F4	2-38.5
2L	11661690	11662172	32F4-32F4	2-38.5
2L	11662002	11662404	32F4-32F4	2-38.5
2L	11663259	11663872	32F4-32F4	2-38.5
2L	11665241	11665810	32F4-32F4	2-38.5
2L	11694804	11696107	33A1-33A1	2-38.5
2L	11721286	11722098	33A1-33A1	2-38.6
2L	11736402	11737541	33A1-33A1	2-38.6
2L	11738948	11744524	33A1-33A1	2-38.6
2L	11743746	11744422	33A1-33A1	2-38.6
2L	11752973	11753555	33A1-33A1	2-38.6
2L	11753640	11754022	33A1-33A1	2-38.6
2L	11754085	11754502	33A1-33A1	2-38.6
2L	11788334	11789475	33A1-33A1	2-38.6
2L	11789919	11791011	33A1-33A1	2-38.6
2L	11791025	11792365	33A1-33A1	2-38.6
2L	11792412	11794086	33A1-33A1	2-38.6
2L	11794327	11809438	33A1-33A2	2-38.7
2L	11798105	11798195	33A1-33A1	2-38.6
2L	11810092	11813780	33A2-33A2	2-38.8
2L	11814156	11928572	33A3-33A5	2-38.9
2L	11827204	11829405	33A2-33A2	2-38.8
2L	11834086	11834497	33A2-33A2	2-38.8
2L	11834608	11834874	33A2-33A2	2-38.8
2L	11835320	11835903	33A2-33A2	2-38.8
2L	11836440	11836808	33A2-33A3	2-38.8
2L	11837243	11837486	33A3-33A3	2-38.8
2L	11837713	11838049	33A3-33A3	2-38.8
2L	11839298	11839660	33A3-33A3	2-38.8
2L	11839912	11840329	33A3-33A3	2-38.8
2L	11840455	11840913	33A3-33A3	2-38.8
2L	11840691	11841204	33A3-33A3	2-38.8
2L	11841502	11842445	33A3-33A3	2-38.8
2L	11842828	11844012	33A3-33A3	2-38.8
2L	11843137	11844012	33A3-33A3	2-38.8
2L	11847226	11849169	33A3-33A4	2-38.8
2L	11849958	11852881	33A4-33A4	2-38.8
2L	11853430	11853925	33A4-33A4	2-38.8
2L	11934505	11935716	33B2-33B2	2-39.0
2L	11936181	11937501	33B2-33B2	2-39.0
2L	11937969	11939202	33B2-33B2	2-39.0
2L	11944129	11947131	33B2-33B2	2-39.0
2L	11947941	11948803	33B2-33B2	2-39.0
2L	11952200	11971094	33B2-33B3	2-39.0
2L	11953410	11953503	33B2-33B2	2-39.0
2L	11981591	11984380	33B5-33B5	2-39.0
2L	11984327	11988039	33B5-33B5	2-39.0
2L	11988270	11988801	33B5-33B5	2-39.0
2L	11988735	11989882	33B5-33B5	2-39.0
2L	11989936	11990979	33B5-33B5	2-39.0
2L	11990927	11992848	33B5-33B5	2-39.0
2L	11992902	11994054	33B5-33B5	2-39.0
2L	11993989	11995432	33B5-33B5	2-39.0
2L	11995740	11996723	33B5-33B5	2-39.0
2L	11996809	11997965	33B5-33B5	2-39.0
2L	11997900	11999340	33B5-33B5	2-39.0
2L	11999654	12001244	33B5-33B5	2-39.2
2L	12001234	12002266	33B5-33B6	2-39.3
2L	12008153	12009832	33B8-33B8	2-39.3
2L	12013528	12013899	33B8-33B8	2-39.3
2L	12014304	12020960	33B8-33B9	2-39.3
2L	12024056	12025202	33B9-33B9	2-39.3
2L	12027438	12034122	33B9-33B9	2-39.3
2L	12034190	12036131	33B9-33B9	2-39.3
2L	12035984	12038511	33B9-33B10	2-39.3
2L	12038631	12040689	33B10-33B10	2-39.3
2L	12040782	12041515	33B10-33B10	2-39.3
2L	12041054	12045200	33B10-33B11	2-39.3
2L	12045343	12046118	33B11-33B11	2-39.3
2L	12046442	12046679	33B11-33B11	2-39.3
2L	12046711	12048918	33B11-33B11	2-39.3
2L	12049418	12052049	33B11-33B11	2-39.3
2L	12051755	12056042	33B11-33C1	2-39.3
2L	12056326	12058251	33C1-33C1	2-39.3
2L	12056348	12058251	33C1-33C1	2-39.3
2L	12058304	12063184	33C1-33C2	2-39.3
2L	12063457	12066775	33C2-33C2	2-39.3
2L	12076100	12077739	33C2-33C2	2-39.3
2L	12079604	12080568	33C3-33C3	2-39.3
2L	12080805	12082074	33C3-33C3	2-39.3
2L	12082995	12085827	33C3-33C3	2-39.3
2L	12085649	12086413	33C3-33C3	2-39.3
2L	12086621	12088025	33C3-33C3	2-39.3
2L	12091822	12095250	33C4-33C4	2-39.3
2L	12092009	12092358	33C4-33C4	2-39.3
2L	12095176	12096511	33C4-33C4	2-39.3
2L	12096525	12097687	33C4-33C4	2-39.3
2L	12097838	12100839	33C4-33C4	2-39.5
2L	12100765	12103285	33C4-33C4	2-39.7
2L	12103751	12107170	33C4-33C4	2-39.7
2L	12107221	12109116	33C4-33C4	2-39.7
2L	12109417	12110664	33C4-33C4	2-39.7
2L	12111110	12112256	33C4-33C4	2-39.7
2L	12114360	12129896	33C4-33D2	2-39.7
2L	12130516	12133411	33D2-33D2	2-39.7
2L	12138008	12140392	33D2-33D2	2-39.7
2L	12142780	12170508	33D2-33D2	2-39.7
2L	12161767	12162605	33D2-33D2	2-39.7
2L	12164241	12166704	33D2-33D2	2-39.7
2L	12170550	12171232	33D2-33D2	2-39.7
2L	12171204	12172586	33D2-33D2	2-39.7
2L	12172981	12174091	33D2-33D2	2-39.7
2L	12174090	12174638	33D2-33D2	2-39.7
2L	12175004	12313438	33D2-33D5	2-40.2
2L	12175451	12177886	33D2-33D3	2-39.7
2L	12207709	12210110	33D3-33D3	2-40.5
2L	12315777	12316122	33E1-33E1	2-40.7
2L	12316272	12317313	33E1-33E1	2-40.7
2L	12338848	12339477	33E1-33E1	2-40.7
2L	12343643	12344266	33E1-33E1	2-40.7
2L	12344219	12397528	33E1-33E1	2-40.7
2L	12356441	12357906	33E1-33E1	2-40.7
2L	12398274	12402023	33E3-33E3	2-40.8
2L	12403270	12423439	33E3-33E4	2-40.9
2L	12424904	12426440	33E4-33E4	2-40.9
2L	12426631	12427709	33E4-33E4	2-40.9
2L	12428028	12430021	33E4-33E4	2-40.9
2L	12429827	12430892	33E4-33E4	2-40.9
2L	12431075	12434665	33E4-33E4	2-40.9
2L	12432798	12432950	33E4-33E4	2-40.9
2L	12433025	12433180	33E4-33E4	2-40.9
2L	12434452	12441279	33E4-33E5	2-40.9
2L	12441401	12445924	33E5-33E5	2-40.9
2L	12446080	12448132	33E5-33E5	2-40.9
2L	12448484	12452047	33E5-33E5	2-40.9
2L	12451945	12453242	33E5-33E5	2-40.9
2L	12453664	12454951	33E5-33E5	2-40.9
2L	12455540	12546611	33E7-33E9	2-41.1
2L	12460004	12460100	33E5-33E5	2-40.9
2L	12496616	12497333	33E7-33E7	2-40.9
2L	12507939	12508504	33E7-33E7	2-41.4
2L	12508108	12508254	33E7-33E7	2-41.4
2L	12543176	12544343	33E9-33E9	2-41.4
2L	12570672	12571157	33E10-33E10	2-41.4
2L	12571160	12571606	33E10-33E10	2-41.4
2L	12581445	12582858	33E10-33F1	2-41.4
2L	12582402	12583550	33F1-33F1	2-41.4
2L	12587625	12628135	33F1-33F1	2-41.8
2L	12610517	12646356	33F1-33F2	2-42.1
2L	12657165	12686306	33F2-33F3	2-42.1
2L	12667248	12669714	33F2-33F2	2-42.1
2L	12690336	12692934	33F3-33F3	2-42.1
2L	12692993	12693939	33F3-33F3	2-42.1
2L	12693872	12694988	33F3-33F3	2-42.1
2L	12695033	12698917	33F3-33F3	2-42.1
2L	12696426	12697323	33F3-33F3	2-42.1
2L	12698918	12700746	33F3-33F3	2-42.3
2L	12700949	12704451	33F3-33F3	2-42.5
2L	12704725	12706683	33F3-33F3	2-42.5
2L	12706799	12707711	33F3-33F3	2-42.5
2L	12707661	12708680	33F3-33F3	2-42.5
2L	12708792	12712952	33F3-33F3	2-42.5
2L	12713276	12721843	33F3-33F4	2-42.5
2L	12719045	12766546	33F3-33F5	2-42.5
2L	12760346	12761840	33F5-33F5	2-42.5
2L	12767717	12768765	33F5-33F5	2-42.5
2L	12807643	12808340	34A1-34A1	2-42.7
2L	12817000	12822787	34A1-34A1	2-42.7
2L	12840895	12841323	34A1-34A1	2-42.7
2L	12841517	12841895	34A1-34A1	2-42.7
2L	12912530	12916774	34A2-34A2	2-42.8
2L	12916814	12921008	34A2-34A2	2-42.8
2L	12921091	12925453	34A2-34A2	2-42.8
2L	12925611	12929823	34A2-34A2	2-42.8
2L	12931551	12932340	34A2-34A2	2-42.8
2L	12966590	12967810	34A3-34A3	2-42.8
2L	12974322	12978607	34A3-34A3	2-42.8
2L	12978786	12981293	34A3-34A3	2-42.8
2L	12993757	13000635	34A4-34A4	2-42.9
2L	13000770	13004107	34B-34A4	2-43.1
2L	13004480	13013197	34A4-34A4	2-43.1
2L	13013276	13019434	34A4-34A4	2-43.1
2L	13019575	13021312	34A4-34A4	2-43.1
2L	13021868	13060140	34A5-34A6	2-43.1
2L	13089803	13090559	34A5-34A5	2-43.1
2L	13096994	13097298	34A5-34A5	2-43.1
2L	13104680	13105220	34A5-34A5	2-43.6
2L	13106807	13109468	34A5-34A5	2-43.6
2L	13118872	13119288	34A5-34A5	2-43.6
2L	13119294	13120767	34A5-34A5	2-43.6
2L	13130591	13134804	34A5-34A6	2-43.6
2L	13142445	13142903	34A6-34A6	2-43.6
2L	13143214	13143622	34A6-34A6	2-43.6
2L	13146636	13146908	34A6-34A6	2-43.6
2L	13158810	13160173	34A7-34A7	2-43.6
2L	13160527	13163153	34A7-34A7	2-43.6
2L	13163209	13166072	34A7-34A7	2-43.6
2L	13165564	13169551	34A7-34A7	2-43.6
2L	13169649	13176785	34A7-34A8	2-43.6
2L	13174227	13175365	34A8-34A8	2-43.6
2L	13176423	13176888	34A8-34A8	2-43.6
2L	13177150	13178978	34A8-34A8	2-43.6
2L	13179247	13183495	34A8-34A8	2-43.6
2L	13180398	13182596	34A8-34A8	2-43.6
2L	13183450	13184875	34A8-34A8	2-43.6
2L	13183849	13191979	34A8-34A8	2-43.6
2L	13192201	13197281	34A8-34A9	2-43.6
2L	13197102	13203295	34A9-34A9	2-43.6
2L	13203762	13210828	34A9-34A9	2-43.7
2L	13210773	13211814	34A9-34A9	2-43.7
2L	13211925	13212116	34A9-34A9	2-43.7
2L	13212335	13215350	34A9-34A10	2-43.7
2L	13215839	13216030	34A10-34A10	2-43.7
2L	13216290	13219923	34A10-34A10	2-43.7
2L	13219979	13221398	34A10-34A10	2-43.7
2L	13221397	13222429	34A10-34A10	2-43.7
2L	13222587	13224545	34A10-34A10	2-43.7
2L	13224620	13225275	34A10-34A10	2-43.7
2L	13227529	13228521	34A10-34A10	2-43.7
2L	13229832	13230549	34A11-34A11	2-43.7
2L	13232039	13233058	34A11-34A11	2-43.7
2L	13233798	13234660	34A11-34A11	2-43.7
2L	13236494	13239297	34A11-34A11	2-43.7
2L	13239989	13241773	34A11-34B1	2-43.7
2L	13241807	13244724	34B1-34B1	2-43.7
2L	13244370	13244561	34B1-34B1	2-43.7
2L	13244848	13244974	34B1-34B1	2-43.7
2L	13246232	13250189	34B1-34B1	2-43.7
2L	13251509	13257426	34B1-34B2	2-43.7
2L	13257477	13258644	34B2-34B3	2-43.7
2L	13259064	13259743	34B3-34B3	2-43.7
2L	13261008	13284043	34B3-34B4	2-43.7
2L	13264996	13265876	34B3-34B3	2-43.7
2L	13283912	13286462	34B4-34B4	2-43.7
2L	13284927	13286538	34B4-34B4	2-43.7
2L	13286777	13289556	34B4-34B4	2-43.7
2L	13288302	13289021	34B4-34B4	2-43.7
2L	13289997	13301668	34B4-34B5	2-43.7
2L	13293009	13293415	34B4-34B4	2-43.7
2L	13301814	13331121	34B5-34B6	2-43.8
2L	13304788	13307807	34B5-34B5	2-43.8
2L	13305920	13306755	34B5-34B5	2-43.8
2L	13347773	13349020	34B6-34B6	2-43.8
2L	13349823	13355073	34B6-34B7	2-43.8
2L	13359901	13361565	34B7-34B7	2-43.8
2L	13363308	13366189	34B7-34B7	2-43.8
2L	13366447	13367410	34B7-34B7	2-43.8
2L	13367617	13369021	34B7-34B8	2-43.8
2L	13369204	13370329	34B8-34B8	2-43.8
2L	13370103	13371110	34B8-34B8	2-43.8
2L	13371427	13373890	34B8-34B8	2-43.8
2L	13374019	13376404	34B8-34B8	2-43.8
2L	13376455	13378538	34B8-34B9	2-43.8
2L	13378902	13382382	34B9-34B9	2-43.8
2L	13382652	13385671	34B9-34B9	2-43.8
2L	13384822	13385403	34B9-34B9	2-43.8
2L	13385848	13387312	34B9-34B9	2-43.8
2L	13387571	13393959	34B9-34B10	2-43.8
2L	13393687	13395131	34B10-34B10	2-43.8
2L	13395360	13396184	34B10-34B10	2-43.8
2L	13396392	13398664	34B10-34B10	2-43.8
2L	13398858	13399831	34B10-34B10	2-43.8
2L	13398991	13411047	34B10-34B11	2-43.8
2L	13411141	13411631	34B11-34B11	2-43.9
2L	13412519	13413716	34B11-34B11	2-43.9
2L	13413783	13414575	34B11-34B11	2-43.9
2L	13415431	13420645	34B11-34B11	2-43.9
2L	13415431	13500427	34C3-34C3	2-44.1
2L	13435622	13439930	34C1-34C1	2-43.9
2L	13437895	13442410	34C1-34C1	2-43.9
2L	13444103	13445651	34C1-34C1	2-43.9
2L	13447538	13449497	34C1-34C1	2-43.9
2L	13457497	13458073	34C1-34C1	2-43.9
2L	13458290	13458605	34C1-34C1	2-43.9
2L	13459681	13460183	34C1-34C1	2-43.9
2L	13500624	13549328	34C3-34C4	2-44.3
2L	13527841	13528537	34C4-34C4	2-44.3
2L	13529042	13529821	34C4-34C4	2-44.3
2L	13529975	13530736	34C4-34C4	2-44.3
2L	13531074	13531662	34C4-34C4	2-44.3
2L	13532085	13532636	34C4-34C4	2-44.3
2L	13532872	13533454	34C4-34C4	2-44.3
2L	13535291	13535778	34C4-34C4	2-44.3
2L	13540751	13541646	34C4-34C4	2-44.3
2L	13541638	13542576	34C4-34C4	2-44.3
2L	13542268	13543633	34C4-34C4	2-44.3
2L	13550139	13639411	34C4-34C6	2-44.4
2L	13582569	13583033	34C5-34C5	2-44.3
2L	13595503	13597186	34C5-34C5	2-44.3
2L	13609974	13610068	34C5-34C5	2-44.5
2L	13632676	13633166	34C6-34C6	2-44.5
2L	13639447	13642602	34C6-34C6	2-44.5
2L	13642821	13643230	34C6-34C6	2-44.5
2L	13665525	13672967	34C6-34C6	2-44.5
2L	13676860	13717320	34C6-34D1	2-44.7
2L	13708215	13710583	34D1-34D1	2-44.9
2L	13722161	13723642	34D1-34D1	2-44.9
2L	13736138	13737030	34D1-34D1	2-44.9
2L	13745448	13747888	34D1-34D1	2-44.9
2L	13746952	13756402	34D1-34D1	2-44.9
2L	13746952	13773905	34D1-34D1	2-44.9
2L	13747609	13747697	34D1-34D1	2-44.9
2L	13747748	13747839	34D1-34D1	2-44.9
2L	13773997	13774355	34D1-34D1	2-44.9
2L	13774340	13780165	34D1-34D1	2-44.9
2L	13777195	13778124	34D1-34D1	2-44.9
2L	13780689	13782611	34D1-34D1	2-44.9
2L	13782231	13784338	34D1-34D1	2-44.9
2L	13784084	13790562	34D1-34D1	2-44.9
2L	13784713	13785423	34D1-34D1	2-44.9
2L	13790959	13793264	34D1-34D1	2-44.9
2L	13793521	13799674	34D1-34D1	2-44.9
2L	13803626	13809994	34D1-34D1	2-45.1
2L	13808360	13811474	34D1-34D1	2-45.1
2L	13811522	13813316	34D1-34D1	2-45.1
2L	13812700	13813256	34D1-34D1	2-45.1
2L	13813816	13819824	34D1-34D1	2-45.1
2L	13821248	13823979	34D1-34D1	2-45.1
2L	13823980	13827772	34D1-34D1	2-45.1
2L	13827941	13829741	34D1-34D1	2-45.1
2L	13829837	13831576	34D1-34D1	2-45.1
2L	13831482	13833105	34D1-34D1	2-45.1
2L	13831482	13833105	34D1-34D1	2-45.1
2L	13833337	13834306	34D1-34D6	2-45.1
2L	13834250	13835072	34D6-34D6	2-45.1
2L	13835564	13898712	34D6-34E2	2-45.1
2L	13839262	13841520	34D6-34D7	2-45.1
2L	13842888	13843742	34D7-34D7	2-45.1
2L	13843915	13845325	34D7-34D7	2-45.1
2L	13846752	13847799	34D7-34D7	2-45.1
2L	13847925	13849223	34D7-34D8	2-45.1
2L	13849400	13850329	34D8-34D8	2-45.1
2L	13865992	13866690	34E1-34E1	2-45.1
2L	13898828	13904661	34E2-34E2	2-45.2
2L	13905645	13909212	34E2-34E2	2-45.3
2L	13909333	13911719	34E2-34E2	2-45.3
2L	13912083	13912652	34E2-34E2	2-45.3
2L	13914725	13956188	34E3-34E5	2-45.3
2L	13920707	13923553	34E4-34E4	2-45.3
2L	13930322	13931362	34E4-34E4	2-45.3
2L	13932559	13934692	34E4-34E4	2-45.3
2L	13944756	13947476	34E4-34E4	2-45.3
2L	13957539	13963381	34E3-34E3	2-45.3
2L	13963507	13965088	34E5-34E5	2-45.3
2L	13965012	13967018	34E5-34E5	2-45.3
2L	13967464	13967985	34E5-34E5	2-45.3
2L	13968280	13969976	34E5-34E5	2-45.3
2L	13970177	13972173	34E5-34E5	2-45.3
2L	13972096	13972947	34E5-34E5	2-45.3
2L	13973158	13976769	34E5-34E5	2-45.3
2L	13977302	13979569	34E5-34E5	2-45.3
2L	13980126	13983269	34E5-34E5	2-45.3
